"Well","plate","dilution_factor","final_conc_ng_ul","mean_con_ng_ul","batch","period","post_id","precage","pre_id","post_idbatch","pre_idbatch","pre_idbatchcage"
"F5",3,100,82.8567590372622,83.9925713773192,"10","Pre","3-3","Cage3","3","3-3Batch10","3 Batch10","3Batch10Cage3"
"F6",3,100,85.1283837173762,83.9925713773192,"10","Pre","3-3","Cage3","3","3-3Batch10","3 Batch10","3Batch10Cage3"
"G5",3,100,474.356233251439,503.232724218499,"10","Post","3-3","Cage3","3","3-3Batch10","3 Batch10","3Batch10Cage3"
"G6",3,100,532.109215185559,503.232724218499,"10","Post","3-3","Cage3","3","3-3Batch10","3 Batch10","3Batch10Cage3"
"H5",3,100,74.1616681369263,68.8995060869166,"9","Pre","2-3","Cage2","3","2-3Batch9","3 Batch9","3Batch9Cage2"
"H6",3,100,63.637344036907,68.8995060869166,"9","Pre","2-3","Cage2","3","2-3Batch9","3 Batch9","3Batch9Cage2"
"A7",3,100,73.2295948300685,70.8141031940734,"9","Post","2-3","Cage2","3","2-3Batch9","3 Batch9","3Batch9Cage2"
"A8",3,100,68.3986115580784,70.8141031940734,"9","Post","2-3","Cage2","3","2-3Batch9","3 Batch9","3Batch9Cage2"
"B7",3,100,59.3311873594284,56.164500950943,"9","Pre","2-2","Cage2","2","2-2Batch9","2 Batch9","2Batch9Cage2"
"B8",3,100,52.9978145424575,56.164500950943,"9","Pre","2-2","Cage2","2","2-2Batch9","2 Batch9","2Batch9Cage2"
"C7",3,100,103.391265409022,112.407257272448,"9","Post","2-2","Cage2","2","2-2Batch9","2 Batch9","2Batch9Cage2"
"C8",3,100,121.423249135873,112.407257272448,"9","Post","2-2","Cage2","2","2-2Batch9","2 Batch9","2Batch9Cage2"
"D7",3,100,40.7904712910127,42.223220387857,"8","Pre","4-1","Cage4","1","4-1Batch8","1 Batch8","1Batch8Cage4"
"D8",3,100,43.6559694847012,42.223220387857,"8","Pre","4-1","Cage4","1","4-1Batch8","1 Batch8","1Batch8Cage4"
"E7",3,100,199.402935548079,207.341313043477,"8","Post","4-1","Cage4","1","4-1Batch8","1 Batch8","1Batch8Cage4"
"E8",3,100,215.279690538874,207.341313043477,"8","Post","4-1","Cage4","1","4-1Batch8","1 Batch8","1Batch8Cage4"
"F7",3,100,145.470647963075,136.117651194672,"8","Pre","2-2","Cage2","2","2-2Batch8","2 Batch8","2Batch8Cage2"
"F8",3,100,126.764654426269,136.117651194672,"8","Pre","2-2","Cage2","2","2-2Batch8","2 Batch8","2Batch8Cage2"
"G7",3,100,336.226016021246,329.876616791225,"8","Post","2-2","Cage2","2","2-2Batch8","2 Batch8","2Batch8Cage2"
"G8",3,100,323.527217561204,329.876616791225,"8","Post","2-2","Cage2","2","2-2Batch8","2 Batch8","2Batch8Cage2"
"H7",3,100,67.5703431088636,72.3183742727315,"7","Pre","3-4","Cage3","4","3-4Batch7","4 Batch7","4Batch7Cage3"
"H8",3,100,77.0664054365995,72.3183742727315,"7","Pre","3-4","Cage3","4","3-4Batch7","4 Batch7","4Batch7Cage3"
"A9",3,100,173.333287801662,186.368111674871,"7","Post","3-4","Cage3","4","3-4Batch7","4 Batch7","4Batch7Cage3"
"A10",3,100,199.402935548079,186.368111674871,"7","Post","3-4","Cage3","4","3-4Batch7","4 Batch7","4Batch7Cage3"
"B9",3,100,39.5432884071136,40.3798463340765,"7","Pre","4-1","Cage4","1","4-1Batch7","1 Batch7","1Batch7Cage4"
"B10",3,100,41.2164042610394,40.3798463340765,"7","Pre","4-1","Cage4","1","4-1Batch7","1 Batch7","1Batch7Cage4"
"C9",3,100,167.756806108147,171.511603300494,"7","Post","4-1","Cage4","1","4-1Batch7","1 Batch7","1Batch7Cage4"
"C10",3,100,175.26640049284,171.511603300494,"7","Post","4-1","Cage4","1","4-1Batch7","1 Batch7","1Batch7Cage4"
"D9",3,100,32.7399056030585,34.8643152334486,"2","Pre","2-1","Cage2","1","2-1Batch2","1 Batch2","1Batch2Cage2"
"D10",3,100,36.9887248638388,34.8643152334486,"2","Pre","2-1","Cage2","1","2-1Batch2","1 Batch2","1Batch2Cage2"
"E9",3,100,88.1062180292464,95.7487417191344,"2","Post","2-1","Cage2","1","2-1Batch2","1 Batch2","1Batch2Cage2"
"E10",3,100,103.391265409022,95.7487417191344,"2","Post","2-1","Cage2","1","2-1Batch2","1 Batch2","1Batch2Cage2"
"F9",3,100,212.474756135436,228.226705192036,"2","Pre","5-1","Cage5","1","5-1Batch2","1 Batch2","1Batch2Cage5"
"F10",3,100,243.978654248636,228.226705192036,"2","Pre","5-1","Cage5","1","5-1Batch2","1 Batch2","1Batch2Cage5"
"G9",3,100,86.3004747782602,86.0058994918857,"2","Post","5-1","Cage5","1","5-1Batch2","1 Batch2","1Batch2Cage5"
"G10",3,100,85.7113242055112,86.0058994918857,"2","Post","5-1","Cage5","1","5-1Batch2","1 Batch2","1Batch2Cage5"
"H9",3,100,66.3547906462627,70.9739912066382,"14","Pre","1-2","Cage1","2","1-2Batch14","2 Batch14","2Batch14Cage1"
"H10",3,100,75.5931917670137,70.9739912066382,"14","Pre","1-2","Cage1","2","1-2Batch14","2 Batch14","2Batch14Cage1"
"A11",3,100,487.600715361039,452.552545730483,"14","Post","1-2","Cage1","2","1-2Batch14","2 Batch14","2Batch14Cage1"
"A12",3,100,417.504376099928,452.552545730483,"14","Post","1-2","Cage1","2","1-2Batch14","2 Batch14","2Batch14Cage1"
"B11",3,100,69.2416584303299,71.7016632836281,"14","Pre","4-2","Cage4","2","4-2Batch14","2 Batch14","2Batch14Cage4"
"B12",3,100,74.1616681369263,71.7016632836281,"14","Pre","4-2","Cage4","2","4-2Batch14","2 Batch14","2Batch14Cage4"
"C11",3,100,154.343031404809,149.906839683942,"14","Post","4-2","Cage4","2","4-2Batch14","2 Batch14","2Batch14Cage4"
"C12",3,100,145.470647963075,149.906839683942,"14","Post","4-2","Cage4","2","4-2Batch14","2 Batch14","2Batch14Cage4"
"D11",3,100,171.43805727395,158.454352618513,"5","Pre","3-4","Cage3","4","3-4Batch5","4 Batch5","4Batch5Cage3"
"D12",3,100,145.470647963075,158.454352618513,"5","Pre","3-4","Cage3","4","3-4Batch5","4 Batch5","4Batch5Cage3"
"E11",3,100,151.28246820584,165.266727547779,"5","Post","3-4","Cage3","4","3-4Batch5","4 Batch5","4Batch5Cage3"
"E12",3,100,179.250986889719,165.266727547779,"5","Post","3-4","Cage3","4","3-4Batch5","4 Batch5","4Batch5Cage3"
"F11",3,100,189.96335053585,195.930493087638,"5","Pre","5-4","Cage5","4","5-4Batch5","4 Batch5","4Batch5Cage5"
"F12",3,100,201.897635639426,195.930493087638,"5","Pre","5-4","Cage5","4","5-4Batch5","4 Batch5","4Batch5Cage5"
"G11",3,100,118.397773444839,128.565623321335,"5","Post","5-4","Cage5","4","5-4Batch5","4 Batch5","4Batch5Cage5"
"G12",3,100,138.73347319783,128.565623321335,"5","Post","5-4","Cage5","4","5-4Batch5","4 Batch5","4Batch5Cage5"
"D3",4,100,154.234925051249,171.132394728836,"9","Pre","3-4","Cage3","4","3-4Batch9","4 Batch9","4Batch9Cage3"
"D4",4,100,188.029864406424,171.132394728836,"9","Pre","3-4","Cage3","4","3-4Batch9","4 Batch9","4Batch9Cage3"
"E3",4,100,350.198695413755,340.627515661503,"9","Post","3-4","Cage3","4","3-4Batch9","4 Batch9","4Batch9Cage3"
"E4",4,100,331.056335909252,340.627515661503,"9","Post","3-4","Cage3","4","3-4Batch9","4 Batch9","4Batch9Cage3"
"F3",4,100,87.2444186357508,94.1218352225281,"9","Pre","1-3","Cage1","3","1-3Batch9","3 Batch9","3Batch9Cage1"
"F4",4,100,100.999251809305,94.1218352225281,"9","Pre","1-3","Cage1","3","1-3Batch9","3 Batch9","3Batch9Cage1"
"G3",4,100,319.328047063204,345.402984352532,"9","Post","1-3","Cage1","3","1-3Batch9","3 Batch9","3Batch9Cage1"
"G4",4,100,371.477921641859,345.402984352532,"9","Post","1-3","Cage1","3","1-3Batch9","3 Batch9","3Batch9Cage1"
"H3",4,100,74.5037208517926,69.5798707103949,"6","Pre","2-2","Cage2","2","2-2Batch6","2 Batch6","2Batch6Cage2"
"H4",4,100,64.6560205689972,69.5798707103949,"6","Pre","2-2","Cage2","2","2-2Batch6","2 Batch6","2Batch6Cage2"
"A5",4,100,85.3295558215119,79.4046628782662,"6","Post","2-2","Cage2","2","2-2Batch6","2 Batch6","2Batch6Cage2"
"A6",4,100,73.4797699350205,79.4046628782662,"6","Post","2-2","Cage2","2","2-2Batch6","2 Batch6","2Batch6Cage2"
"B5",4,100,112.405881340693,107.936922591556,"6","Pre","1-1","Cage1","1","1-1Batch6","1 Batch6","1Batch6Cage1"
"B6",4,100,103.467963842419,107.936922591556,"6","Pre","1-1","Cage1","1","1-1Batch6","1 Batch6","1Batch6Cage1"
"C5",4,100,160.813030578011,152.279397029005,"6","Post","1-1","Cage1","1","1-1Batch6","1 Batch6","1Batch6Cage1"
"C6",4,100,143.745763479999,152.279397029005,"6","Post","1-1","Cage1","1","1-1Batch6","1 Batch6","1Batch6Cage1"
"D5",4,100,124.830225469001,128.357068794825,"3","Pre","4-1","Cage4","1","4-1Batch3","1 Batch3","1Batch3Cage4"
"D6",4,100,131.883912120649,128.357068794825,"3","Pre","4-1","Cage4","1","4-1Batch3","1 Batch3","1Batch3Cage4"
"E5",4,100,39.7523068963511,36.6584083681459,"3","Post","4-1","Cage4","1","4-1Batch3","1 Batch3","1Batch3Cage4"
"E6",4,100,33.5645098399408,36.6584083681459,"3","Post","4-1","Cage4","1","4-1Batch3","1 Batch3","1Batch3Cage4"
"F5",4,100,71.9804108817486,76.5367469400871,"3","Pre","4-2","Cage4","2","4-2Batch3","2 Batch3","2Batch3Cage4"
"F6",4,100,81.0930829984256,76.5367469400871,"3","Pre","4-2","Cage4","2","4-2Batch3","2 Batch3","2Batch3Cage4"
"G5",4,100,55.0805813256318,54.5693628431953,"3","Post","4-2","Cage4","2","4-2Batch3","2 Batch3","2Batch3Cage4"
"G6",4,100,54.0581443607588,54.5693628431953,"3","Post","4-2","Cage4","2","4-2Batch3","2 Batch3","2Batch3Cage4"
"H5",4,100,441.868319992387,418.570746735536,"2","Pre","4-4","Cage4","4","4-4Batch2","4 Batch2","4Batch2Cage4"
"H6",4,100,395.273173478684,418.570746735536,"2","Pre","4-4","Cage4","4","4-4Batch2","4 Batch2","4Batch2Cage4"
"A7",4,100,52.4066904768307,54.4445681834651,"2","Post","4-4","Cage4","4","4-4Batch2","4 Batch2","4Batch2Cage4"
"A8",4,100,56.4824458900996,54.4445681834651,"2","Post","4-4","Cage4","4","4-4Batch2","4 Batch2","4Batch2Cage4"
"B7",4,100,85.3295558215119,87.9544406529122,"2","Pre","4-3","Cage4","3","4-3Batch2","3 Batch2","3Batch2Cage4"
"B8",4,100,90.5793254843125,87.9544406529122,"2","Pre","4-3","Cage4","3","4-3Batch2","3 Batch2","3Batch2Cage4"
"C7",4,100,119.401564217459,123.840380271607,"2","Post","4-3","Cage4","3","4-3Batch2","3 Batch2","3Batch2Cage4"
"C8",4,100,128.279196325755,123.840380271607,"2","Post","4-3","Cage4","3","4-3Batch2","3 Batch2","3Batch2Cage4"
"D7",4,100,59.4268834776426,65.2156471898141,"14","Pre","3-1","Cage3","1","3-1Batch14","1 Batch14","1Batch14Cage3"
"D8",4,100,71.0044109019855,65.2156471898141,"14","Pre","3-1","Cage3","1","3-1Batch14","1 Batch14","1Batch14Cage3"
"E7",4,100,143.745763479999,154.012951185335,"14","Post","3-1","Cage3","1","3-1Batch14","1 Batch14","1Batch14Cage3"
"E8",4,100,164.280138890672,154.012951185335,"14","Post","3-1","Cage3","1","3-1Batch14","1 Batch14","1Batch14Cage3"
"F7",4,100,104.311451111062,103.473173258605,"14","Pre","3-4","Cage3","4","3-4Batch14","4 Batch14","4Batch14Cage3"
"F8",4,100,102.634895406149,103.473173258605,"14","Pre","3-4","Cage3","4","3-4Batch14","4 Batch14","4Batch14Cage3"
"G7",4,100,204.750908415314,199.823866935203,"14","Post","3-4","Cage3","4","3-4Batch14","4 Batch14","4Batch14Cage3"
"G8",4,100,194.896825455093,199.823866935203,"14","Post","3-4","Cage3","4","3-4Batch14","4 Batch14","4Batch14Cage3"
"H7",4,100,70.0466518311477,74.708374047766,"12","Pre","4-2","Cage4","2","4-2Batch12","2 Batch12","2Batch12Cage4"
"H8",4,100,79.3700962643843,74.708374047766,"12","Pre","4-2","Cage4","2","4-2Batch12","2 Batch12","2Batch12Cage4"
"A9",4,100,143.745763479999,139.062318448956,"12","Post","4-2","Cage4","2","4-2Batch12","2 Batch12","2Batch12Cage4"
"A10",4,100,134.378873417913,139.062318448956,"12","Post","4-2","Cage4","2","4-2Batch12","2 Batch12","2Batch12Cage4"
"B9",4,100,183.678952776166,169.757906403694,"12","Pre","1-2","Cage1","2","1-2Batch12","2 Batch12","2Batch12Cage1"
"B10",4,100,155.836860031221,169.757906403694,"12","Pre","1-2","Cage1","2","1-2Batch12","2 Batch12","2Batch12Cage1"
"C9",4,100,112.405881340693,120.342538833224,"12","Post","1-2","Cage1","2","1-2Batch12","2 Batch12","2Batch12Cage1"
"C10",4,100,128.279196325755,120.342538833224,"12","Post","1-2","Cage1","2","1-2Batch12","2 Batch12","2Batch12Cage1"
"D9",4,100,86.5991917198518,88.2483136853618,"11","Pre","1-3","Cage1","3","1-3Batch11","3 Batch11","3Batch11Cage1"
"D10",4,100,89.8974356508717,88.2483136853618,"11","Pre","1-3","Cage1","3","1-3Batch11","3 Batch11","3Batch11Cage1"
"E9",4,100,475.058965384009,453.405341935043,"11","Post","1-3","Cage1","3","1-3Batch11","3 Batch11","3Batch11Cage1"
"E10",4,100,431.751718486078,453.405341935043,"11","Post","1-3","Cage1","3","1-3Batch11","3 Batch11","3Batch11Cage1"
"F9",4,100,111.459134162534,105.431087039475,"11","Pre","4-4","Cage4","4","4-4Batch11","4 Batch11","4Batch11Cage4"
"F10",4,100,99.4030399164148,105.431087039475,"11","Pre","4-4","Cage4","4","4-4Batch11","4 Batch11","4Batch11Cage4"
"G9",4,100,288.297399588649,303.812723325927,"11","Post","4-4","Cage4","4","4-4Batch11","4 Batch11","4Batch11Cage4"
"G10",4,100,319.328047063204,303.812723325927,"11","Post","4-4","Cage4","4","4-4Batch11","4 Batch11","4Batch11Cage4"
"H9",4,100,83.4754931439768,91.4392665301958,"1","Pre","2-2","Cage2","2","2-2Batch1","2 Batch1","2Batch1Cage2"
"H10",4,100,99.4030399164148,91.4392665301958,"1","Pre","2-2","Cage2","2","2-2Batch1","2 Batch1","2Batch1Cage2"
"A11",4,100,36.411850260003,33.1494729740813,"1","Post","2-2","Cage2","2","2-2Batch1","2 Batch1","2Batch1Cage2"
"A12",4,100,29.8870956881595,33.1494729740813,"1","Post","2-2","Cage2","2","2-2Batch1","2 Batch1","2Batch1Cage2"
"D9",5,100,67.857087404991,71.5823252622959,"13","Pre","5-3","Cage5","3","5-3Batch13","3 Batch13","3Batch13Cage5"
"D10",5,100,75.3075631196008,71.5823252622959,"13","Pre","5-3","Cage5","3","5-3Batch13","3 Batch13","3Batch13Cage5"
"E9",5,100,88.6073594583561,94.3454232000456,"13","Post","5-3","Cage5","3","5-3Batch13","3 Batch13","3Batch13Cage5"
"E10",5,100,100.083486941735,94.3454232000456,"13","Post","5-3","Cage5","3","5-3Batch13","3 Batch13","3Batch13Cage5"
"F9",5,100,21.5121544288081,20.8346845733204,"13","Pre","5-1","Cage5","1","5-1Batch13","1 Batch13","1Batch13Cage5"
"F10",5,100,20.1572147178327,20.8346845733204,"13","Pre","5-1","Cage5","1","5-1Batch13","1 Batch13","1Batch13Cage5"
"G9",5,100,138.783838172649,143.606764359867,"13","Post","5-1","Cage5","1","5-1Batch13","1 Batch13","1Batch13Cage5"
"G10",5,100,148.429690547085,143.606764359867,"13","Post","5-1","Cage5","1","5-1Batch13","1 Batch13","1Batch13Cage5"
"H9",5,100,123.109791908109,115.996784957262,"5","Pre","5-3","Cage5","3","5-3Batch5","3 Batch5","3Batch5Cage5"
"H10",5,100,108.883778006416,115.996784957262,"5","Pre","5-3","Cage5","3","5-3Batch5","3 Batch5","3Batch5Cage5"
"A11",5,100,194.356937564299,193.289706846702,"5","Post","5-3","Cage5","3","5-3Batch5","3 Batch5","3Batch5Cage5"
"A12",5,100,192.222476129106,193.289706846702,"5","Post","5-3","Cage5","3","5-3Batch5","3 Batch5","3Batch5Cage5"
"B11",5,100,101.763336038044,105.32355702223,"5","Pre","2-2","Cage2","2","2-2Batch5","2 Batch5","2Batch5Cage2"
"B12",5,100,108.883778006416,105.32355702223,"5","Pre","2-2","Cage2","2","2-2Batch5","2 Batch5","2Batch5Cage2"
"C11",5,100,76.4564293095108,71.6636350446161,"5","Post","2-2","Cage2","2","2-2Batch5","2 Batch5","2Batch5Cage2"
"C12",5,100,66.8708407797214,71.6636350446161,"5","Post","2-2","Cage2","2","2-2Batch5","2 Batch5","2Batch5Cage2"
"D11",5,100,190.122914611362,197.852696321426,"4","Pre","1-4","Cage1","4","1-4Batch4","4 Batch4","4Batch4Cage1"
"D12",5,100,205.58247803149,197.852696321426,"4","Pre","1-4","Cage1","4","1-4Batch4","4 Batch4","4Batch4Cage1"
"E11",5,100,122.009891713483,117.84876502758,"4","Post","1-4","Cage1","4","1-4Batch4","4 Batch4","4Batch4Cage1"
"E12",5,100,113.687638341676,117.84876502758,"4","Post","1-4","Cage1","4","1-4Batch4","4 Batch4","4Batch4Cage1"
"F11",5,100,64.9520631267009,65.4273563811385,"4","Pre","1-1","Cage1","1","1-1Batch4","1 Batch4","1Batch4Cage1"
"F12",5,100,65.9026496355759,65.4273563811385,"4","Pre","1-1","Cage1","1","1-1Batch4","1 Batch4","1Batch4Cage1"
"G11",5,100,107.956896492575,113.374439722719,"4","Post","1-1","Cage1","1","1-1Batch4","1 Batch4","1Batch4Cage1"
"G12",5,100,118.791982952864,113.374439722719,"4","Post","1-1","Cage1","1","1-1Batch4","1 Batch4","1Batch4Cage1"
"D3",6,100,107.055075186087,108.46790394988,"2","Pre","4-2","Cage4","2","4-2Batch2","2 Batch2","2Batch2Cage4"
"D4",6,100,109.880732713673,108.46790394988,"2","Pre","4-2","Cage4","2","4-2Batch2","2 Batch2","2Batch2Cage4"
"E3",6,100,59.0429033553474,60.9136821280833,"2","Post","4-2","Cage4","2","4-2Batch2","2 Batch2","2Batch2Cage4"
"E4",6,100,62.7844609008191,60.9136821280833,"2","Post","4-2","Cage4","2","4-2Batch2","2 Batch2","2Batch2Cage4"
"F3",6,100,74.9800513822266,78.1838953434748,"11","Pre","2-4","Cage2","4","2-4Batch11","4 Batch11","4Batch11Cage2"
"F4",6,100,81.3877393047231,78.1838953434748,"11","Pre","2-4","Cage2","4","2-4Batch11","4 Batch11","4Batch11Cage2"
"G3",6,100,121.287129954971,128.636463810472,"11","Post","2-4","Cage2","4","2-4Batch11","4 Batch11","4Batch11Cage2"
"G4",6,100,135.985797665972,128.636463810472,"11","Post","2-4","Cage2","4","2-4Batch11","4 Batch11","4Batch11Cage2"
"H3",6,100,58.6451940297666,63.2191842068653,"1","Pre","3-4","Cage3","4","3-4Batch1","4 Batch1","4Batch1Cage3"
"H4",6,100,67.7931743839639,63.2191842068653,"1","Pre","3-4","Cage3","4","3-4Batch1","4 Batch1","4Batch1Cage3"
"A5",6,100,76.091223359895,78.4326253650995,"9","Pre","5-3","Cage5","3","5-3Batch9","3 Batch9","3Batch9Cage5"
"A6",6,100,80.774027370304,78.4326253650995,"9","Pre","5-3","Cage5","3","5-3Batch9","3 Batch9","3Batch9Cage5"
"B5",6,100,442.515929459683,459.13817297277,"9","Post","5-3","Cage5","3","5-3Batch9","3 Batch9","3Batch9Cage5"
"B6",6,100,475.760416485858,459.13817297277,"9","Post","5-3","Cage5","3","5-3Batch9","3 Batch9","3Batch9Cage5"
"C5",6,100,395.720625730787,391.576668227857,"4","Pre","5-1","Cage5","1","5-1Batch4","1 Batch4","1Batch4Cage5"
"C6",6,100,387.432710724927,391.576668227857,"4","Pre","5-1","Cage5","1","5-1Batch4","1 Batch4","1Batch4Cage5"
"D5",6,100,100.036209590021,98.0151576844987,"4","Post","5-1","Cage5","1","5-1Batch4","1 Batch4","1Batch4Cage5"
"D6",6,100,95.9941057789767,98.0151576844987,"4","Post","5-1","Cage5","1","5-1Batch4","1 Batch4","1Batch4Cage5"
"E5",6,100,92.1893302981766,97.8226408710607,"7","Pre","1-1","Cage1","1","1-1Batch7","1 Batch7","1Batch7Cage1"
"E6",6,100,103.455951443945,97.8226408710607,"7","Pre","1-1","Cage1","1","1-1Batch7","1 Batch7","1Batch7Cage1"
"F5",6,100,95.214844347285,94.073572736872,"7","Post","1-1","Cage1","1","1-1Batch7","1 Batch7","1Batch7Cage1"
"F6",6,100,92.9323011264589,94.073572736872,"7","Post","1-1","Cage1","1","1-1Batch7","1 Batch7","1Batch7Cage1"
"G5",6,100,32.2301983114255,33.5791358197995,"12","Pre","4-1","Cage4","1","4-1Batch12","1 Batch12","1Batch12Cage4"
"G6",6,100,34.9280733281735,33.5791358197995,"12","Pre","4-1","Cage4","1","4-1Batch12","1 Batch12","1Batch12Cage4"
"H5",6,100,432.367878502911,437.441903981297,"12","Post","4-1","Cage4","1","4-1Batch12","1 Batch12","1Batch12Cage4"
"H6",6,100,442.515929459683,437.441903981297,"12","Post","4-1","Cage4","1","4-1Batch12","1 Batch12","1Batch12Cage4"
"A7",6,100,38.3377632069158,39.7027351275049,"9","Pre","2-4","Cage2","4","2-4Batch9","4 Batch9","4Batch9Cage2"
"A8",6,100,41.067707048094,39.7027351275049,"9","Pre","2-4","Cage2","4","2-4Batch9","4 Batch9","4Batch9Cage2"
"B7",6,100,208.583377874104,205.922082177967,"9","Post","2-4","Cage2","4","2-4Batch9","4 Batch9","4Batch9Cage2"
"B8",6,100,203.260786481829,205.922082177967,"9","Post","2-4","Cage2","4","2-4Batch9","4 Batch9","4Batch9Cage2"
"C7",6,100,138.709825977194,148.746181862378,"3","Pre","1-4","Cage1","4","1-4Batch3","4 Batch3","4Batch3Cage1"
"C8",6,100,158.782537747561,148.746181862378,"3","Pre","1-4","Cage1","4","1-4Batch3","4 Batch3","4Batch3Cage1"
