Timestamp,Cage,Animal 1,Animal 1- Behavior,Animal 2,Animal 2- Behavior,Observer name/Comments,Start/End,Outside of designated observation time
10/25/2019 14:21:14,Cage 1,1,Lunge,1,Lunge,Tmm,Start,
10/25/2019 14:22:30,Cage 2,3,Bite/Fight,4,"Subordinate posture, Freeze/immobility",,,
10/25/2019 14:22:59,Cage 2,3,"Bite/Fight, Chase",1,"Flee, Subordinate posture",,,
10/25/2019 14:23:21,Cage 1,3,"Lunge, Sniff",1,"Subordinate posture, Freeze/immobility",,,
10/25/2019 14:23:55,Cage 3,3,"Mount, Sniff",1,"Subordinate posture, Freeze/immobility",,,
10/25/2019 14:25:00,Cage 2,3,Bite/Fight,1,Subordinate posture,,,
10/25/2019 14:25:54,Cage 2,3,Bite/Fight,1,"Subordinate posture, Freeze/immobility",,,
10/25/2019 14:27:58,Cage 2,3,"Bite/Fight, Chase",2,"Flee, Freeze/immobility",,,
10/25/2019 14:28:50,Cage 1,3,Bite/Fight,1,"Subordinate posture, Freeze/immobility",,,
10/25/2019 14:29:44,Cage 2,3,"Lunge, Bite/Fight",1,"Subordinate posture, Freeze/immobility",,,
10/25/2019 14:32:59,Cage 2,3,Lunge,2,Flee,,,
10/25/2019 14:34:24,Cage 2,3,"Lunge, Bite/Fight",4,"Subordinate posture, Freeze/immobility",,,
10/25/2019 14:34:36,Cage 2,3,"Bite/Fight, Chase",2,"Flee, Subordinate posture",,,
10/25/2019 14:35:37,Cage 2,3,Bite/Fight,1,"Subordinate posture, Freeze/immobility",,,
10/25/2019 14:37:26,Cage 1,3,"Lunge, Bite/Fight, Chase",1,"Flee, Subordinate posture, Freeze/immobility",,,
10/25/2019 14:37:49,Cage 1,3,Bite/Fight,4,"Subordinate posture, Freeze/immobility",,,
10/25/2019 14:41:46,Cage 1,3,Bite/Fight,1,"Subordinate posture, Freeze/immobility",,,
10/25/2019 14:41:58,Cage 1,3,Bite/Fight,2,"Subordinate posture, Freeze/immobility",,,
10/25/2019 14:43:19,Cage 2,3,"Bite/Fight, Chase",4,"Flee, Freeze/immobility",,,
10/25/2019 14:44:14,Cage 5,1,Bite/Fight,3,"Subordinate posture, Freeze/immobility",,,
10/25/2019 14:44:54,Cage 5,1,Bite/Fight,4,"Subordinate posture, Freeze/immobility",,,
10/25/2019 14:45:18,Cage 2,3,Bite/Fight,2,"Subordinate posture, Freeze/immobility",,,
10/25/2019 14:48:47,Cage 2,3,Bite/Fight,1,"Subordinate posture, Freeze/immobility",,,
10/25/2019 14:49:43,Cage 1,3,"Bite/Fight, Sniff",1,"Subordinate posture, Freeze/immobility",,,
10/25/2019 14:50:01,Cage 5,1,Bite/Fight,2,"Flee, Freeze/immobility",,,
10/25/2019 14:51:23,Cage 3,2,Bite/Fight,1,"Subordinate posture, Freeze/immobility",,,
10/25/2019 14:51:38,Cage 2,3,"Lunge, Bite/Fight",2,"Subordinate posture, Freeze/immobility",,,
10/25/2019 14:51:48,Cage 2,3,Bite/Fight,1,"Subordinate posture, Freeze/immobility",,,
10/25/2019 14:52:00,Cage 1,3,"Bite/Fight, Chase",1,"Flee, Freeze/immobility",,,
10/25/2019 14:52:12,Cage 2,3,Bite/Fight,1,"Flee, Freeze/immobility",,,
10/25/2019 15:48:59,Cage 3,1,Lunge,4,Flee,,,
10/25/2019 15:49:43,Cage 3,1,Bite/Fight,4,"Subordinate posture, Freeze/immobility",,,
10/25/2019 15:49:57,Cage 1,3,Bite/Fight,2,"Subordinate posture, Freeze/immobility",,,
10/25/2019 15:53:49,Cage 3,1,"Lunge, Chase",4,"Flee, Freeze/immobility",,,
10/25/2019 15:59:13,Cage 3,1,Bite/Fight,4,Subordinate posture,,,
10/25/2019 16:00:32,Cage 3,1,Chase,4,Flee,,,
10/25/2019 16:03:26,Cage 3,1,Bite/Fight,4,Freeze/immobility,,,
10/25/2019 16:08:00,Cage 1,3,Bite/Fight,2,"Flee, Freeze/immobility",,,
10/25/2019 16:09:23,Cage 1,3,Bite/Fight,2,"Subordinate posture, Freeze/immobility",,,
10/25/2019 16:14:23,Cage 1,3,Bite/Fight,4,"Subordinate posture, Freeze/immobility",,,
10/25/2019 16:15:44,Cage 3,1,Bite/Fight,3,"Flee, Freeze/immobility",,,
10/25/2019 16:17:35,Cage 2,3,"Bite/Fight, Chase",4,"Flee, Subordinate posture",,,
10/25/2019 16:18:37,Cage 5,1,Bite/Fight,3,"Flee, Freeze/immobility",,,
10/25/2019 16:18:44,Cage 5,1,Bite/Fight,2,"Subordinate posture, Freeze/immobility",,,
10/25/2019 16:19:15,Cage 3,1,Bite/Fight,3,"Flee, Freeze/immobility",,,
10/25/2019 16:19:55,Cage 1,3,Bite/Fight,2,"Flee, Subordinate posture, Freeze/immobility",,,
10/25/2019 16:22:11,Cage 5,1,Bite/Fight,3,"Subordinate posture, Freeze/immobility",,,
10/25/2019 16:22:21,Cage 5,3,Bite/Fight,4,"Flee, Subordinate posture",,,
10/25/2019 16:26:00,Cage 3,1,Bite/Fight,4,"Subordinate posture, Freeze/immobility",,,
10/25/2019 16:26:15,Cage 5,1,Bite/Fight,4,"Subordinate posture, Freeze/immobility",,,
10/25/2019 16:34:45,Cage 1,1,Lunge,1,Lunge,Tmm,End,
10/26/2019 11:00:37,Cage 1,1,Lunge,1,Lunge,Tmm,Start,
10/26/2019 11:04:04,Cage 2,3,Bite/Fight,1,"Subordinate posture, Freeze/immobility",,,
10/26/2019 11:11:07,Cage 2,3,Bite/Fight,4,Freeze/immobility,,,
10/26/2019 11:12:40,Cage 2,3,Bite/Fight,2,"Flee, Subordinate posture",,,
10/26/2019 11:14:47,Cage 2,3,Bite/Fight,2,Flee,,,
10/26/2019 11:15:09,Cage 4,2,"Flee, Sniff",4,Walk away,,,
10/26/2019 11:15:46,Cage 4,2,Bite/Fight,4,Freeze/immobility,,,
10/26/2019 11:16:00,Cage 4,2,Bite/Fight,3,"Subordinate posture, Freeze/immobility",,,
10/26/2019 11:16:12,Cage 4,2,"Bite/Fight, Chase",1,"Flee, Subordinate posture",,,
10/26/2019 11:16:31,Cage 2,3,Bite/Fight,1,"Flee, Subordinate posture, Freeze/immobility",,,
10/26/2019 11:16:44,Cage 2,3,"Lunge, Chase",2,"Bite/Fight, Subordinate posture",,,
10/26/2019 11:17:59,Cage 2,3,Bite/Fight,2,Freeze/immobility,,,
10/26/2019 11:19:51,Cage 4,3,Mount,1,"Subordinate posture, Freeze/immobility",,,
10/26/2019 11:20:15,Cage 4,2,Bite/Fight,3,Flee,,,
10/26/2019 11:20:45,Cage 2,2,Bite/Fight,1,"Flee, Freeze/immobility",,,
10/26/2019 11:20:55,Cage 2,3,Bite/Fight,2,"Subordinate posture, Freeze/immobility",,,
10/26/2019 11:21:06,Cage 2,3,"Lunge, Bite/Fight, Chase",1,"Flee, Subordinate posture",,,
10/26/2019 11:22:28,Cage 4,2,Bite/Fight,3,"Flee, Subordinate posture",,,
10/26/2019 11:23:00,Cage 2,3,Bite/Fight,2,"Flee, Subordinate posture, Freeze/immobility",,,
10/26/2019 11:23:27,Cage 1,3,Bite/Fight,1,"Subordinate posture, Freeze/immobility",,,
10/26/2019 11:23:37,Cage 1,3,"Lunge, Bite/Fight",2,"Flee, Freeze/immobility",,,
10/26/2019 11:24:02,Cage 1,3,Bite/Fight,1,Freeze/immobility,,,
10/26/2019 11:25:46,Cage 4,3,Bite/Fight,1,Subordinate posture,,,
10/26/2019 11:26:01,Cage 2,3,"Lunge, Bite/Fight",2,"Subordinate posture, Freeze/immobility",,,
10/26/2019 11:26:16,Cage 1,3,Bite/Fight,1,"Subordinate posture, Freeze/immobility",,,
10/26/2019 11:26:42,Cage 4,2,Bite/Fight,4,"Flee, Freeze/immobility",,,
10/26/2019 11:27:11,Cage 2,3,Bite/Fight,1,"Flee, Subordinate posture",,,
10/26/2019 11:28:27,Cage 2,3,Bite/Fight,4,"Flee, Subordinate posture, Freeze/immobility",,,
10/26/2019 11:28:35,Cage 1,3,Bite/Fight,2,Freeze/immobility,,,
10/26/2019 11:28:47,Cage 4,2,Bite/Fight,3,Subordinate posture,,,
10/26/2019 11:29:39,Cage 4,2,Bite/Fight,3,"Flee, Freeze/immobility",,,
10/26/2019 11:29:55,Cage 2,3,Bite/Fight,2,"Subordinate posture, Freeze/immobility",,,
10/26/2019 11:31:35,Cage 2,3,Bite/Fight,1,"Subordinate posture, Freeze/immobility",,,
10/26/2019 11:31:48,Cage 1,3,Bite/Fight,2,"Flee, Freeze/immobility",,,
10/26/2019 11:32:06,Cage 2,3,"Bite/Fight, Chase",2,"Flee, Freeze/immobility",,,
10/26/2019 11:33:17,Cage 2,3,Bite/Fight,4,Freeze/immobility,,,
10/26/2019 11:33:25,Cage 2,3,Bite/Fight,1,"Flee, Subordinate posture",,,
10/26/2019 11:34:49,Cage 1,3,Bite/Fight,1,"Subordinate posture, Freeze/immobility",,,
10/26/2019 11:34:58,Cage 1,3,Lunge,2,Subordinate posture,,,
10/26/2019 11:35:25,Cage 2,3,Bite/Fight,1,"Subordinate posture, Freeze/immobility",,,Yes
10/26/2019 11:36:33,Cage 1,3,Bite/Fight,1,Freeze/immobility,,,
10/26/2019 11:36:49,Cage 4,3,"Bite/Fight, Chase",1,"Flee, Subordinate posture",,,
10/26/2019 11:37:35,Cage 2,3,Chase,2,Flee,,,
10/26/2019 11:37:52,Cage 2,3,Bite/Fight,1,"Flee, Freeze/immobility",,,
10/26/2019 11:40:26,Cage 1,3,Bite/Fight,2,Subordinate posture,,,
10/26/2019 11:40:40,Cage 4,3,Bite/Fight,1,"Flee, Freeze/immobility",,,
10/26/2019 11:42:03,Cage 1,3,"Lunge, Bite/Fight",4,"Flee, Subordinate posture",,,
10/26/2019 11:42:14,Cage 2,3,Bite/Fight,1,Freeze/immobility,,,
10/26/2019 11:44:01,Cage 1,3,Bite/Fight,4,"Flee, Subordinate posture",,,
10/26/2019 11:44:10,Cage 3,3,"Bite/Fight, Chase",1,"Flee, Subordinate posture",,,
10/26/2019 11:46:25,Cage 2,3,"Bite/Fight, Chase",2,"Flee, Subordinate posture",,,
10/26/2019 11:48:49,Cage 4,2,Bite/Fight,1,Flee,,,
10/26/2019 11:49:39,Cage 4,2,Bite/Fight,3,"Subordinate posture, Freeze/immobility",,,
10/26/2019 11:52:03,Cage 2,3,Bite/Fight,1,"Flee, Freeze/immobility",,,
10/26/2019 11:52:25,Cage 1,3,Bite/Fight,2,"Subordinate posture, Freeze/immobility",,,
10/26/2019 11:52:36,Cage 1,3,Bite/Fight,1,"Subordinate posture, Freeze/immobility",,,
10/26/2019 11:53:33,Cage 2,3,"Lunge, Bite/Fight",4,Flee,,,
10/26/2019 11:54:48,Cage 2,3,"Lunge, Bite/Fight",2,Freeze/immobility,,,
10/26/2019 11:55:47,Cage 2,3,Bite/Fight,1,"Flee, Subordinate posture",,,
10/26/2019 11:56:53,Cage 2,3,Bite/Fight,1,Freeze/immobility,,,
10/26/2019 11:57:10,Cage 1,3,"Bite/Fight, Chase",2,"Flee, Subordinate posture, Freeze/immobility",,,
10/26/2019 11:58:51,Cage 1,3,Bite/Fight,2,"Flee, Subordinate posture",,,
10/26/2019 12:00:17,Cage 1,1,Lunge,1,Lunge,Tmm,End,
10/27/2019 11:07:10,Cage 1,1,Lunge,1,Lunge,Tmm,Start,
10/27/2019 11:08:52,Cage 2,3,Bite/Fight,2,"Subordinate posture, Freeze/immobility",,,
10/27/2019 11:09:30,Cage 1,3,Bite/Fight,1,Subordinate posture,,,
10/27/2019 11:09:58,Cage 2,3,"Bite/Fight, Chase",4,"Flee, Subordinate posture",,,
10/27/2019 11:12:33,Cage 2,3,Bite/Fight,2,Flee,,,
10/27/2019 11:12:43,Cage 2,3,"Bite/Fight, Chase",4,"Flee, Subordinate posture",,,
10/27/2019 11:15:59,Cage 2,3,Bite/Fight,1,Subordinate posture,,,
10/27/2019 11:18:03,Cage 1,1,Bite/Fight,2,Freeze/immobility,,,
10/27/2019 11:18:12,Cage 1,1,"Bite/Fight, Chase",2,"Flee, Subordinate posture",,,
10/27/2019 11:18:39,Cage 1,3,"Lunge, Bite/Fight",2,"Subordinate posture, Freeze/immobility",,,
10/27/2019 11:23:17,Cage 4,2,Bite/Fight,4,"Subordinate posture, Freeze/immobility",,,
10/27/2019 11:27:39,Cage 1,3,Bite/Fight,1,"Flee, Freeze/immobility",,,
10/27/2019 11:28:02,Cage 1,3,"Bite/Fight, Chase",2,"Flee, Subordinate posture",,,
10/27/2019 11:28:24,Cage 1,3,Bite/Fight,4,"Flee, Freeze/immobility",,,
10/27/2019 11:31:55,Cage 1,1,Bite/Fight,2,"Subordinate posture, Freeze/immobility",,,
10/27/2019 11:34:21,Cage 1,3,Bite/Fight,2,"Flee, Freeze/immobility",,,
10/27/2019 11:34:33,Cage 1,3,Bite/Fight,1,"Subordinate posture, Freeze/immobility",,,
10/27/2019 11:34:44,Cage 1,3,"Bite/Fight, Chase",4,"Flee, Subordinate posture, Freeze/immobility",,,
10/27/2019 11:34:59,Cage 4,3,Bite/Fight,1,"Subordinate posture, Freeze/immobility",,,
10/27/2019 11:35:24,Cage 4,3,"Lunge, Bite/Fight",1,"Subordinate posture, Freeze/immobility",,,
10/27/2019 11:35:33,Cage 4,2,Bite/Fight,3,"Flee, Freeze/immobility",,,
10/27/2019 11:35:55,Cage 4,2,Bite/Fight,1,Freeze/immobility,,,
10/27/2019 11:36:48,Cage 2,3,Bite/Fight,1,"Flee, Freeze/immobility",,,
10/27/2019 11:37:00,Cage 1,3,"Bite/Fight, Chase",1,"Flee, Subordinate posture",,,
10/27/2019 11:37:45,Cage 1,3,Bite/Fight,2,"Subordinate posture, Freeze/immobility",,,
10/27/2019 11:38:19,Cage 1,3,"Bite/Fight, Chase",4,"Flee, Subordinate posture, Freeze/immobility",,,
10/27/2019 11:53:18,Cage 2,3,Bite/Fight,4,"Flee, Freeze/immobility",,,
10/27/2019 11:53:42,Cage 1,3,Bite/Fight,1,"Subordinate posture, Freeze/immobility",,,
10/27/2019 11:53:58,Cage 4,2,Bite/Fight,3,"Flee, Freeze/immobility",,,
10/27/2019 11:54:12,Cage 4,2,Bite/Fight,3,"Subordinate posture, Freeze/immobility",,,
10/27/2019 11:54:50,Cage 4,2,Bite/Fight,4,"Subordinate posture, Freeze/immobility",,,
10/27/2019 11:55:34,Cage 4,2,Bite/Fight,1,"Flee, Subordinate posture",,,
10/27/2019 11:56:13,Cage 1,3,"Lunge, Bite/Fight",2,"Subordinate posture, Freeze/immobility",,,
10/27/2019 11:56:39,Cage 2,3,Bite/Fight,2,Freeze/immobility,,,
10/27/2019 11:57:29,Cage 2,3,Bite/Fight,4,"Flee, Subordinate posture, Freeze/immobility",,,
10/27/2019 11:57:40,Cage 2,3,Bite/Fight,1,"Subordinate posture, Freeze/immobility",,,Yes
10/27/2019 11:58:00,Cage 4,2,Bite/Fight,4,"Subordinate posture, Freeze/immobility",,,
10/27/2019 11:58:10,Cage 1,3,Bite/Fight,1,Freeze/immobility,,,
10/27/2019 11:59:13,Cage 4,2,"Bite/Fight, Chase",4,"Flee, Freeze/immobility",,,
10/27/2019 12:00:23,Cage 1,3,Bite/Fight,4,Subordinate posture,,,
10/27/2019 12:00:38,Cage 1,3,"Lunge, Bite/Fight, Chase",1,"Flee, Subordinate posture",,,
10/27/2019 12:00:50,Cage 1,1,Lunge,1,Lunge,Tmm,End,
10/27/2019 12:01:00,Cage 1,1,Lunge,1,Lunge,Tmm,Start,
10/27/2019 12:01:19,Cage 1,3,"Bite/Fight, Chase",1,"Flee, Freeze/immobility",,,
10/27/2019 12:02:59,Cage 2,3,Bite/Fight,4,"Subordinate posture, Freeze/immobility",,,
10/27/2019 12:04:02,Cage 1,3,Bite/Fight,2,Freeze/immobility,,,
10/27/2019 12:10:07,Cage 4,2,"Lunge, Bite/Fight",4,"Subordinate posture, Freeze/immobility",,,
10/27/2019 12:10:15,Cage 2,3,Bite/Fight,4,Subordinate posture,,,
10/27/2019 12:10:52,Cage 4,2,Bite/Fight,4,"Flee, Freeze/immobility",,,
10/27/2019 12:11:08,Cage 4,2,Bite/Fight,3,"Subordinate posture, Freeze/immobility",,,
10/27/2019 12:11:33,Cage 1,3,Bite/Fight,1,Subordinate posture,,,
10/27/2019 12:11:52,Cage 4,2,Bite/Fight,3,"Subordinate posture, Freeze/immobility",,,
10/27/2019 12:12:07,Cage 1,3,Bite/Fight,4,Subordinate posture,,,
10/27/2019 12:12:32,Cage 4,2,Bite/Fight,4,Freeze/immobility,,,
10/27/2019 12:12:40,Cage 2,3,Bite/Fight,2,Flee,,,
10/27/2019 12:13:41,Cage 2,3,"Bite/Fight, Chase",2,"Flee, Freeze/immobility",,,
10/27/2019 12:16:26,Cage 4,2,Bite/Fight,4,"Flee, Subordinate posture, Freeze/immobility",,,
10/27/2019 12:16:39,Cage 1,3,"Lunge, Bite/Fight",4,"Flee, Subordinate posture, Freeze/immobility",,,
10/27/2019 12:16:53,Cage 1,3,Bite/Fight,2,Freeze/immobility,,,
10/27/2019 12:19:08,Cage 2,2,Bite/Fight,1,Subordinate posture,,,
10/27/2019 12:19:17,Cage 2,3,"Bite/Fight, Chase",2,Flee,,,
10/27/2019 12:19:57,Cage 1,3,Bite/Fight,4,"Subordinate posture, Freeze/immobility",,,
10/27/2019 12:22:37,Cage 2,3,Bite/Fight,2,"Subordinate posture, Freeze/immobility",,,
10/27/2019 12:24:35,Cage 2,3,"Bite/Fight, Chase",2,"Flee, Freeze/immobility",,,
10/27/2019 12:25:07,Cage 2,3,"Bite/Fight, Chase",2,"Flee, Freeze/immobility",,,
10/27/2019 12:25:29,Cage 4,2,Bite/Fight,4,Freeze/immobility,,,
10/27/2019 12:27:32,Cage 1,3,"Lunge, Bite/Fight",1,Subordinate posture,,,
10/27/2019 12:30:33,Cage 1,3,Bite/Fight,2,"Flee, Freeze/immobility",,,
10/27/2019 12:32:46,Cage 2,3,Bite/Fight,1,"Subordinate posture, Freeze/immobility",,,
10/27/2019 12:36:29,Cage 2,3,Bite/Fight,4,Freeze/immobility,,,
