Well_ID,Name,Well,Dil,ABS_450,CONC,Count,Mean,Std_dev,CV,plate 
STD8,,B3,39.063,0.759,44.51510246,2,47.05759457,3.595626825,5.402936834,1
,,B4,39.063,0.748,49.60008668,,,,,1
STD9,,C3,19.531,0.814,23.17402544,2,21.41735732,2.484303888,8.20207694,1
,,C4,19.531,0.825,19.66068919,,,,,1
BLK,,B1,,0.899,7.067973402,2,6.774256862,0.415377914,4.335775058,2
,,B2,,0.901,6.480540323,,,,,2
NSB,,A1,,0.074,#NUM!,0,,,,2
,,A2,,0.071,#NUM!,,,,,2
SPL1,b9 3-1 pre,D3,,0.303,1019.293874,2,1140.02856,170.7446308,10.59049663,2
,,D4,,0.279,1260.763246,,,,,2
SPL2,b9 3-1,E3,,0.201,3549.648026,2,3935.691301,545.9476354,9.808779338,2
,,E4,,0.192,4321.734576,,,,,2
SPL3,b9 4-1 pre,F3,,0.453,378.7474913,2,404.0838279,35.83099087,6.270069443,2
,,F4,,0.431,429.4201645,,,,,2
SPL4,b9 4-1,G3,,0.22,2540.597603,2,2367.679005,244.5438256,7.303295633,2
,,G4,,0.23,2194.760408,,,,,2
SPL5,b8 2-4 pre,H3,,0.324,862.5397183,2,916.4098487,76.18386906,5.87838842,2
,,H4,,0.309,970.2799791,,,,,2
SPL6,b8 2-4,A5,,0.257,1576.241483,2,1630.987974,77.42322928,3.356645869,2
,,A6,,0.251,1685.734464,,,,,2
SPL7,b8 3-4 pre,B5,,0.261,1509.712182,2,1391.244166,167.5390745,8.515256962,2
,,B6,,0.278,1272.776151,,,,,2
SPL8,b8 3-4,C5,,0.231,2164.715892,2,2135.723465,41.00148438,1.357499139,2
,,C6,,0.233,2106.731037,,,,,2
SPL9,b7 5-2 pre,D5,,0.29,1139.866264,2,1264.874518,176.7883692,9.88305582,2
,,D6,,0.269,1389.882773,,,,,2
SPL10,b7 5-2,E5,,0.25,1705.235572,2,1864.948567,225.868284,8.563935655,2
,,E6,,0.236,2024.661562,,,,,2
SPL11,b7 4-2 pre,F5,,0.495,300.3480534,2,309.636,13.136,2.999,2
,,F6,,0.484,318.9247945,,,,,2
SPL12,b7 4-2,G5,,0.209,3049.788843,2,3230.596223,255.7002479,5.596718587,2
,,G6,,0.203,3411.403602,,,,,2
SPL13,b6 2-1 pre,H5,,0.431,429.4201645,2,471.2878818,59.20989356,8.883682113,2
,,H6,,0.401,513.155599,,,,,2
SPL14,b6 2-1,A7,,0.312,947.1339019,2,873.8153718,103.6880597,8.390620317,2
,,A8,,0.334,800.4968417,,,,,2
SPL15,b6 1-4 pre,B7,,0.267,1418.324347,2,1294.624908,174.9374231,9.554847687,2
,,B8,,0.287,1170.92547,,,,,2
SPL16,b6 1-4,C7,,0.532,245.9384737,2,238.8701425,9.996129741,2.959068492,2
,,C8,,0.543,231.8018114,,,,,2
SPL17,b5 1-3 pre,D7,,0.478,329.5980321,2,365.207106,50.35883515,9.750378141,2
,,D8,,0.443,400.8161798,,,,,2
SPL18,b5 1-3,E7,,0.196,3944.052643,2,3677.728122,376.6397491,7.241549995,2
,,E8,,0.203,3411.403602,,,,,2
SPL19,b5 1-4 pre,F7,,0.315,924.8299062,2,1003.194305,110.8239953,7.811487587,2
,,F8,,0.296,1081.558703,,,,,2
SPL20,b5 1-4,G7,,0.313,939.60794,2,1005.954825,93.82866447,6.595413956,2
,,G8,,0.297,1072.30171,,,,,2
SPL21,b4 3-2 pre,H7,,0.256,1593.645011,2,1746.613035,216.3294544,8.757980224,2
,,H8,,0.241,1899.581059,,,,,2
SPL22,b4 3-2,A9,,0.301,1036.496209,2,1131.151887,133.8633444,8.368078562,2
,,A10,,0.282,1225.807566,,,,,2
SPL23,b4 4-1 pre,B9,,0.348,724.2186336,2,753.7012539,41.69472156,3.91171173,2
,,B10,,0.337,783.1838743,,,,,2
SPL24,b4 4-1,C9,,0.338,777.536364,2,713.4451047,90.63872806,8.983348379,2
,,C10,,0.364,649.3538455,,,,,2
SPL25,b3 2-3 pre,D9,,0.335,794.6631203,2,863.4184725,97.23475165,7.963155115,2
,,D10,,0.314,932.1738248,,,,,2
SPL26,b3 2-3,E9,,0.399,519.4686719,2,513.2063194,8.856303888,1.220240729,2
,,E10,,0.403,506.9439669,,,,,2
SPL27,b3 2-1 pre,F9,,0.26,1525.898161,2,1525.898161,0,0,2
,,F10,,0.26,1525.898161,,,,,2
SPL28,b3 2-1,G9,,0.378,592.550747,2,616.6668833,34.10536712,3.910723442,2
,,G10,,0.366,640.7830197,,,,,2
SPL29,b14 1-1 pre,H9,,0.379,588.7623221,2,630.1342822,58.50878701,6.565578357,2
,,H10,,0.359,671.5062422,,,,,2
SPL30,b14 1-1,A11,,0.375,604.1206927,2,647.0673661,60.73576799,6.637125539,2
,,A12,,0.355,690.0140395,,,,,2
SPL31,b14 2-2 pre,B11,,0.369,628.2235081,2,593.9222327,48.50932889,5.775381611,2
,,B12,,0.387,559.6209573,,,,,2
SPL32,b14 2-2,C11,,0.265,1447.742156,2,1495.059274,66.91650923,3.164,2
,,C12,,0.259,1542.376391,,,,,2
SPL33,b13 3-4 pre,D11,,0.528,251.2904887,2,277.4624698,37.01277059,9.432620237,2
,,D12,,0.493,303.6344509,,,,,2
SPL34,b13 3-4,E11,,0.188,4771.695178,2,4834.819288,89.2709726,1.305614674,2
,,E12,,0.187,4897.943398,,,,,2
SPL35,b13 1-4 pre,F11,,0.431,429.4201645,2,462.1178632,46.24152891,7.075618857,2
,,F12,,0.407,494.8155618,,,,,2
SPL36,b13 1-4,G11,,0.264,1462.832809,0,1574.283637,157.6152715,7.079462984,2
,,G12,,0.251,1685.734464,,,,,2
STD1,,C1,5000,0.164,>5249.023,1,4771.695178,?????,?????,2
,,C2,5000,0.188,4771.695178,,,,,2
STD2,,D1,2500,0.201,3549.648026,2,3416.130235,188.8226707,3.908451426,2
,,D2,2500,0.205,3282.612444,,,,,2
STD3,,E1,1250,0.275,1309.957282,2,1349.920027,56.51585685,2.960378749,2
,,E2,1250,0.269,1389.882773,,,,,2
STD4,,F1,625,0.393,539.0415477,2,560.163353,29.87074363,3.770651054,2
,,F2,625,0.381,581.2851584,,,,,2
STD5,,G1,312.5,0.485,317.1841236,2,312.0723334,7.229163121,1.638014562,2
,,G2,312.5,0.491,306.9605431,,,,,2
STD6,,H1,156.25,0.607,163.5311186,2,163.0766465,0.642720522,0.278686157,2
,,H2,156.25,0.608,162.6221745,,,,,2
STD7,,A3,78.125,0.71,87.80334806,2,83.77129728,5.702180899,4.813165024,2
,,A4,78.125,0.724,79.7392465,,,,,2
STD8,,B3,39.063,0.832,29.68316706,2,32.21205357,3.576385596,7.850745999,2
,,B4,39.063,0.819,34.74094008,,,,,2
STD9,,C3,19.531,0.836,28.1728001,2,25.9701261,3.115051438,8.48156835,2
,,C4,19.531,0.848,23.76745211,,,,,2
BLK,,B1,,0.823,<0.000,0,?????,?????,?????,6
,,B2,,0.78,<0.000,,,,,6
NSB,,A1,,0.053,>5249.023,0,?????,?????,?????,6
,,A2,,0.059,>5249.023,,,,,6
SPL1,B2 4-2 pre,D3,,0.255,1070.627,2,1086.214,22.044,2.029,6
,,D4,,0.252,1101.802,,,,,6
SPL2,B2 4-2,E3,,0.334,589.285,2,607.501,25.762,4.241,6
,,E4,,0.325,625.717,,,,,6
SPL3,B11 2-4 pre,F3,,0.3,747.04,2,780.136,46.805,6,6
,,F4,,0.289,813.233,,,,,6
SPL4,B11 2-4,G3,,0.241,1214.24,2,1290.004,107.146,8.306,6
,,G4,,0.229,1365.768,,,,,6
SPL5,B1 3-4 pre,H3,,0.335,584.532,2,631.714,66.726,10.563,6
,,H4,,0.314,678.896,,,,,6
SPL6,B9 5-3 pre,A5,,0.298,759.21,2,783.461,34.296,4.378,6
,,A6,,0.29,807.713,,,,,6
SPL7,B9 5-3,B5,,0.147,4488.001686,0,4659.994882,243.2351102,19.881,6
,,B6,,0.144,4831.988078,,,,,6
SPL8,B4 5-1 pre,C5,,0.152,4005.566957,2,3902.689,76.14,1.951,6
,,C6,,0.153,3920.336069,,,,,6
SPL9,B4 5-1,D5,,0.263,1002.335902,2,981.319,25.784,2.627,6
,,D6,,0.268,961.7677719,,,,,6
SPL10,B7 1-1 pre,E5,,0.273,923.5910698,2,976.123,77.756,7.966,6
,,E6,,0.259,1036.666069,,,,,6
SPL11,B7 1-1,F5,,0.269,953.9480041,2,941.163,19.927,2.117,6
,,F6,,0.272,931.045244,,,,,6
SPL12,B12 4-1 pre,G5,,0.429,322.9243222,2,335.416,19.615,5.848,6
,,G6,,0.416,349.9286557,,,,,6
SPL13,B12 4-1,H5,,0.148,4383.206239,1,4435.603963,74.10157167,8.641,6
,,H6,,0.147,4488.001686,,,,,6
SPL14,B9 2-4 pre,A7,,0.401,384.0578651,2,397.612,20.188,5.077,6
,,A8,,0.39,411.3838118,,,,,6
SPL15,B9 2-4,B7,,0.191,2096.238986,2,2069.197,36.163,1.748,6
,,B8,,0.193,2042.381751,,,,,6
SPL16,B3 1-4 pre,C7,,0.227,1391.04581,2,1481.782,136.999,9.246,6
,,C8,,0.214,1593.231091,,,,,6
SPL17,B3 1-4,D7,,0.238,1250.296535,2,1389.26,197.179,14.193,6
,,D8,,0.217,1542.497196,,,,,6
SPL18,B13 2-3 pre,E7,,0.409,365.4336558,2,358.439,9.573,2.671,6
,,E8,,0.415,352.1004762,,,,,6
SPL19,B13 2-3,F7,,0.225,1419.356629,2,1395.612,30.678,2.198,6
,,F8,,0.228,1377.229159,,,,,6
SPL20,B5 3-3 pre,G7,,0.229,1363.631236,2,1413.631,84.775,5.997,6
,,G8,,0.221,1478.847701,,,,,6
SPL21,B5 3-3,H7,,0.258,1045.525847,2,1195.026,213.121,17.834,6
,,H8,,0.23,1350.246914,,,,,6
SPL22,B11 2-2 pre,A9,,0.282,860.2620513,2,866.812,8.596,0.992,6
,,A10,,0.28,873.7768386,,,,,6
SPL23,B11 2-2,B9,,0.143,4957.700684,0,4894.844381,88.89223634,6.347,6
,,B10,,0.144,4831.988078,,,,,6
SPL24,B8 4- 4 pre,C9,,0.198,1917.571265,2,2009.311,124.748,6.208,6
,,C10,,0.191,2096.238986,,,,,6
SPL25,B8 4- 4,D9,,0.155,3759.45119,0,3615.392534,203.7297043,20.862,6
,,D10,,0.159,3471.333879,,,,,6
SPL26,B6 2-4 pre,E9,,0.411,359.372,2,375.457,22.749,6.059,6
,,E10,,0.398,391.543,,,,,6
SPL27,B6 2-4,F9,,0.266,975.822,2,1002.156,37.243,3.716,6
,,F10,,0.26,1028.491,,,,,6
SPL28,B10 5-2 pre,G9,,0.325,625.717,2,717.632,129.987,18.113,6
,,G10,,0.29,809.547,,,,,6
SPL29,B10 5-2,H9,,0.303,731.939,2,697.157,49.188,7.056,6
,,H10,,0.317,662.376,,,,,6
SPL30,B12 3-2 pre,A11,,0.396,394.732,2,407.226,17.67,4.339,6
,,A12,,0.387,419.721,,,,,6
SPL31,B12 3-2,B11,,0.198,1918.73,2,2024.884,150.123,7.414,6
,,B12,,0.189,2131.037,,,,,6
SPL32,B2 1-4 pre,C11,,0.224,1425.957,2,1662.952,335.162,20.155,6
,,C12,,0.198,1899.947,,,,,6
SPL33,B2 1-4,D11,,0.323,637.926,2,686.8,69.119,10.064,6
,,D12,,0.302,735.674,,,,,6
SPL34,B7 5-4 pre,E11,,0.226,1398.846,2,1438.509,56.092,3.899,6
,,E12,,0.221,1478.173,,,,,6
SPL35,B7 5-4,F11,,0.258,1039.007,2,1169.875,185.074,15.82,6
,,F12,,0.234,1300.742,,,,,6
SPL36,B8 1-1 pre,G11,,0.333,593.284,2,679.908,122.505,18.018,6
,,G12,,0.297,766.532,,,,,6
SPL37,B8 1-1,H11,,0.323,636.162,2,632.885,4.635,0.732,6
,,H12,,0.325,629.608,,,,,6
STD1,,C1,5000,0.138,>5249.023,1,4657.035,?????,?????,6
,,C2,5000,0.145,4657.035,,,,,6
STD2,,D1,2500,0.177,2543.711,2,2612.237,96.91,3.71,6
,,D2,2500,0.173,2680.763,,,,,6
STD3,,E1,1250,0.248,1138.44,2,1212.154,104.246,8.6,6
,,E2,1250,0.235,1285.867,,,,,6
STD4,,F1,625,0.326,624.428,2,615.167,13.097,2.129,6
,,F2,625,0.33,605.906,,,,,6
STD5,,G1,312.5,0.442,296.94,2,303.687,9.542,3.142,6
,,G2,312.5,0.435,310.434,,,,,6
STD6,,H1,156.25,0.523,177.935,2,180.88,4.165,2.302,6
,,H2,156.25,0.518,183.825,,,,,6
STD7,,A3,78.125,0.659,56.569,2,67.766,15.835,23.368,6
,,A4,78.125,0.628,78.963,,,,,6
STD8,,B3,39.063,0.712,25.052,2,32.92,11.126,33.798,6
,,B4,39.063,0.684,40.787,,,,,6
STD9,,C3,19.531,0.705,29.129,2,25.585,5.012,19.59,6
,,C4,19.531,0.718,22.041,,,,,6
BLK,,B1,,0.794,<0.000,0,?????,?????,?????,7
,,B2,,0.77,<0.000,,,,,7
NSB,,A1,,0.053,>5249.023,0,?????,?????,?????,7
,,A2,,0.057,>5249.023,,,,,7
SPL1,b14 4-4 pre,D3,,0.265,864.09,2,891.004,38.062,4.272,7
,,D4,,0.257,917.918,,,,,7
SPL2,b14 4-4,E3,,0.184,1962.145,2,2222.633,368.387,16.574,7
,,E4,,0.168,2483.122,,,,,7
SPL3,b3 4-4 pre,F3,,0.297,678.092,2,630.932,66.694,10.571,7
,,F4,,0.319,583.773,,,,,7
SPL4,b3 4-4,G3,,0.202,1558.413,2,1501.958,79.839,5.316,7
,,G4,,0.209,1445.504,,,,,7
SPL5,b1 5-3,H3,,0.212,1394.958,2,1424.197,41.351,2.903,7
,,H4,,0.208,1453.437,,,,,7
SPL6,b12 2-2 pre,A5,,0.289,719.758,2,681.523,54.072,7.934,7
,,A6,,0.305,643.288,,,,,7
SPL7,b12 2-2,B5,,0.204,1521.423,2,1461.173,85.207,5.831,7
,,B6,,0.212,1400.923,,,,,7
SPL8,b7 4-4 pre,C5,,0.227,1195.322,2,1229.538,48.389,3.936,7
,,C6,,0.222,1263.754,,,,,7
SPL9,b7 4-4,D5,,0.182,2003.544,2,2047.411,62.038,3.03,7
,,D6,,0.179,2091.278,,,,,7
SPL10,b5 2-1 pre,E5,,0.22,1280.279,2,1333.921,75.861,5.687,7
,,E6,,0.213,1387.563,,,,,7
SPL11,b5 2-1,F5,,0.321,575.218,2,578.321,4.388,0.759,7
,,F6,,0.32,581.423,,,,,7
SPL12,b2 5-2 pre,G5,,0.229,1173.864,2,1159.153,20.805,1.795,7
,,G6,,0.232,1144.442,,,,,7
SPL13,b2 5-2,H5,,0.212,1389.037,2,1454.368,92.393,6.353,7
,,H6,,0.204,1519.7,,,,,7
SPL14,b13 4-3 pre,A7,,0.232,1143.376,2,1171.072,39.169,3.345,7
,,A8,,0.227,1198.769,,,,,7
SPL15,b13 4-3,B7,,0.151,3500.032,2,3901.32,567.507,14.547,7
,,B8,,0.142,4302.608,,,,,7
SPL16,b9 4-2 pre,C7,,0.307,632.671,2,679.907,66.801,9.825,7
,,C8,,0.287,727.143,,,,,7
SPL17,b9 4-2,D7,,0.254,940.123,2,960.273,28.496,2.967,7
,,D8,,0.249,980.423,,,,,7
SPL18,b14 5-2 pre,E7,,0.271,824.401,2,899.51,106.221,11.809,7
,,E8,,0.25,974.62,,,,,7
SPL19,b14 5-2,F7,,0.267,846.546,2,1000.872,218.249,21.806,7
,,F8,,0.231,1155.197,,,,,7
SPL20,b3 2-4 pre,G7,,0.348,482.838,2,553.207,99.517,17.989,7
,,G8,,0.309,623.576,,,,,7
SPL21,b3 2-4,H7,,0.348,481.605,2,464.806,23.758,5.111,7
,,H8,,0.36,448.006,,,,,7
SPL22,b9 3-2 pre,A9,,0.202,1565.636,2,1483.28,116.47,7.852,7
,,A10,,0.212,1400.923,,,,,7
SPL23,b9 3-2,B9,,0.143,4169.224461,2,4012.174636,222.1019916,8.025,7
,,B10,,0.146,3855.124812,,,,,7
SPL24,b4 4-4 pre,C9,,0.349,478.3787102,2,607.237,179.408,29.545,7
,,C10,,0.286,731.9932508,,,,,7
SPL25,b4 4-4,D9,,0.272,812.8115626,2,784.665,42.767,5.45,7
,,D10,,0.282,753.84036,,,,,7
SPL26,b14 6-4 pre,E9,,0.257,915.108077,2,982.636,87.261,8.88,7
,,E10,,0.242,1038.762734,,,,,7
SPL27,b14 6-4,F9,,0.152,3347.632096,2,3554.042169,291.9079249,13.692,7
,,F10,,0.147,3760.452242,,,,,7
SPL28,b5 5-2 pre,G9,,0.299,669.978,2,717.008,66.51,9.276,7
,,G10,,0.281,764.037,,,,,7
SPL29,b5 5-2,H9,,0.195,1687.638,2,1785.733,138.727,7.769,7
,,H10,,0.187,1883.828,,,,,7
SPL30,b11 4-1 pre,A11,,0.317,590.1,2,645.677,78.597,12.173,7
,,A12,,0.292,701.254,,,,,7
SPL31,b11 4-1,B11,,0.226,1210.379,2,1119.178,128.978,11.524,7
,,B12,,0.244,1027.977,,,,,7
SPL32,b4 1-3 pre,C11,,0.346,489.687,2,497.043,10.402,2.093,7
,,C12,,0.341,504.398,,,,,7
SPL33,b4 1-3,D11,,0.24,1059.235,2,1226.354,236.343,19.272,7
,,D12,,0.212,1393.474,,,,,7
SPL34,b6 1-2 pre,E11,,0.256,925.483,2,940.705,21.527,2.288,7
,,E12,,0.252,955.927,,,,,7
SPL35,b6 1-2,F11,,0.24,1059.235,2,1087.721,40.285,3.704,7
,,F12,,0.235,1116.206,,,,,7
SPL36,b12 2-1 pre,G11,,0.204,1523.15,2,1620.096,137.102,8.463,7
,,G12,,0.194,1717.042,,,,,7
SPL37,b12 2-1,H11,,0.225,1229.347,2,1283.479,76.555,5.965,7
,,H12,,0.216,1337.612,,,,,7
STD1,,C1,5000,0.13,>5249.023,1,4995.491,?????,?????,7
,,C2,5000,0.138,4995.491,,,,,7
STD2,,D1,2500,0.168,2478.954,2,2521.918,60.76,2.409,7
,,D2,2500,0.166,2564.881,,,,,7
STD3,,E1,1250,0.217,1327.987,2,1213.995,161.208,13.279,7
,,E2,1250,0.236,1100.004,,,,,7
STD4,,F1,625,0.321,576.761,2,585.632,12.545,2.142,7
,,F2,625,0.316,594.503,,,,,7
STD5,,G1,312.5,0.393,364.243,2,336.96,38.585,11.451,7
,,G2,312.5,0.419,309.676,,,,,7
STD6,,H1,156.25,0.534,145.584,2,167.509,31.007,18.51,7
,,H2,156.25,0.497,189.434,,,,,7
STD7,,A3,78.125,0.641,48.602,2,67.138,26.213,39.044,7
,,A4,78.125,0.596,85.673,,,,,7
STD8,,B3,39.063,0.67,27.336,2,30.609,4.628,15.121,7
,,B4,39.063,0.661,33.882,,,,,7
STD9,,C3,19.531,0.664,31.544,2,29.693,2.618,8.815,7
,,C4,19.531,0.669,27.842,,,,,7
BLK,,B1,,0.775,<0.000,0,?????,?????,?????,8
,,B2,,0.774,<0.000,,,,,8
NSB,,A1,,0.054,>5249.023,0,?????,?????,?????,8
,,A2,,0.056,>5249.023,,,,,8
SPL1,b13 4-2 pre,D3,,0.381,466.766,2,462.868,5.512,1.191,8
,,D4,,0.384,458.97,,,,,8
SPL2,b13 4-2,E3,,0.232,1321.817,2,1293.161,40.525,3.134,8
,,E4,,0.236,1264.506,,,,,8
SPL3,b5 1- 1 pre,F3,,0.277,907.388,2,902.744,6.567,0.727,8
,,F4,,0.279,898.1,,,,,8
SPL4,b5 1- 1,G3,,0.331,629.332,2,559.92,98.162,17.531,8
,,G4,,0.373,490.509,,,,,8
SPL5,b14 1-4 pre,H3,,0.236,1271.435,2,1262.834,12.163,0.963,8
,,H4,,0.237,1254.233,,,,,8
SPL6,b14 1-4,A5,,0.155,3973.046,2,4280.575,434.911,10.16,8
,,A6,,0.15,4588.104,,,,,8
SPL7,b2 1-1 pre,B5,,0.469,281.194,2,311.929,43.466,13.935,8
,,B6,,0.435,342.664,,,,,8
SPL8,b2 1-1,C5,,0.19,2094.954,2,2145.746,71.83,3.348,8
,,C6,,0.187,2196.537,,,,,8
SPL9,b13 5-2 pre,D5,,0.391,439.991,2,437.593,3.391,0.775,8
,,D6,,0.393,435.195,,,,,8
SPL10,b13 5-2,E5,,0.317,687.896,2,638.995,69.156,10.823,8
,,E6,,0.342,590.095,,,,,8
SPL11,b8 3-3 pre,F5,,0.237,1256.504,2,1230.189,37.215,3.025,8
,,F6,,0.242,1203.874,,,,,8
SPL12,b8 3-3,G5,,0.152,4263.889,2,4240.995,32.376,0.763,8
,,G6,,0.153,4218.102,,,,,8
SPL13,b10 3-1 pre,H5,,0.316,693.26,2,662.282,43.809,6.615,8
,,H6,,0.331,631.304,,,,,8
SPL14,b10 3-1,A7,,0.205,1743.483,2,1745.518,2.878,0.165,8
,,A8,,0.205,1747.552,,,,,8
SPL15,b14 3-3 pre,B7,,0.27,960.522,2,949.751,15.233,1.604,8
,,B8,,0.273,938.98,,,,,8
SPL16,b14 3-3,C7,,0.27,958.333,2,989.746,44.424,4.488,8
,,C8,,0.262,1021.158,,,,,8
SPL17,b1 4-2,D7,,0.225,1406.93,2,1434.828,39.454,2.75,8
,,D8,,0.221,1462.726,,,,,8
SPL18,b1 2-3,E7,,0.257,1062.782,2,1060.639,3.03,0.286,8
,,E8,,0.257,1058.497,,,,,8
SPL19,b11 5-4 pre,F7,,0.199,1875.981,2,1986.898,156.86,7.895,8
,,F8,,0.19,2097.815,,,,,8
SPL20,b11 5-4,G7,,0.148,4902.401546,2,4692.784518,296.4432435,21.864,8
,,G8,,0.151,4483.16749,,,,,8
SPL21,b6 4-1 pre,H7,,0.267,980.585,2,1003.299,32.122,3.202,8
,,H8,,0.261,1026.013,,,,,8
SPL22,b6 4-1,A9,,0.238,1241.87,2,1230.351,16.289,1.324,8
,,A10,,0.24,1218.833,,,,,8
SPL23,b10 1-4 pre,B9,,0.393,434.945,2,457.896,32.458,7.088,8
,,B10,,0.376,480.847,,,,,8
SPL24,b10 1-4,C9,,0.193,2033.831,2,2243.696,296.794,13.228,8
,,C10,,0.179,2453.561,,,,,8
SPL25,b4 2-1 pre,D9,,0.387,450.279,2,492.505,59.716,12.125,8
,,D10,,0.358,534.73,,,,,8
SPL26,b4 2-1,E9,,0.224,1426.522,2,1659.451,329.411,19.851,8
,,E10,,0.198,1892.38,,,,,8
STD1,,C1,5000,0.139,>5249.023,1,4889.27,?????,?????,8
,,C2,5000,0.148,4889.27,,,,,8
STD2,,D1,2500,0.176,2613.678,2,2464.235,211.345,8.576,8
,,D2,2500,0.183,2314.792,,,,,8
STD3,,E1,1250,0.244,1182.009,2,1175.407,9.336,0.794,8
,,E2,1250,0.245,1168.805,,,,,8
STD4,,F1,625,0.338,605.541,2,628.106,31.912,5.081,8
,,F2,625,0.326,650.671,,,,,8
STD5,,G1,312.5,0.452,310.155,2,339.655,41.719,12.283,8
,,G2,312.5,0.422,369.155,,,,,8
STD6,,H1,156.25,0.579,135.592,2,137.222,2.304,1.679,8
,,H2,156.25,0.576,138.851,,,,,8
STD7,,A3,78.125,0.637,76.904,2,83.769,9.708,11.589,8
,,A4,78.125,0.623,90.633,,,,,8
STD8,,B3,39.063,0.646,69.4,2,40.196,41.3,102.747,8
,,B4,39.063,0.71,10.992,,,,,8
STD9,,C3,19.531,0.663,53.228,1,53.228,?????,?????,8
,,C4,19.531,0.74,<0.000,,,,,8
